Point #0: x=7180.2802734375, y=-15971.3759765625, z=293.5487976074219, yaw=-161.7006378173828
Point #1721: x=-1415.8013916015625, y=-4055.568115234375, z=165.33233642578125, yaw=97.08230590820312
Point #1722: x=-1415.8013916015625, y=-4055.568115234375, z=165.33233642578125, yaw=97.08230590820312
Point #1723: x=-1126.23193359375, y=-3424.8125, z=156.65985107421875, yaw=-147.70526123046875
Point #1724: x=-1126.23193359375, y=-3424.8125, z=156.65985107421875, yaw=-147.70526123046875
Point #1725: x=-816.7662963867188, y=-3313.76611328125, z=161.08673095703125, yaw=15.360610008239746
Point #1726: x=-816.7662963867188, y=-3313.76611328125, z=161.08673095703125, yaw=15.360610008239746
Point #1727: x=-587.052001953125, y=-3291.57421875, z=156.6511993408203, yaw=172.51361083984375
Point #1728: x=-587.052001953125, y=-3291.57421875, z=156.6511993408203, yaw=172.51361083984375
Point #1729: x=-177.99261474609375, y=-3568.6298828125, z=162.9271697998047, yaw=-55.447166442871094
Point #1730: x=-177.99261474609375, y=-3568.6298828125, z=162.9271697998047, yaw=-55.447166442871094
Point #1731: x=20.033245086669922, y=-3805.0732421875, z=168.80364990234375, yaw=133.15164184570312
Point #1732: x=20.033245086669922, y=-3805.0732421875, z=168.80364990234375, yaw=133.15164184570312
Point #1733: x=360.6062316894531, y=-4140.3046875, z=176.0453643798828, yaw=-43.21833419799805
Point #1734: x=360.6062316894531, y=-4140.3046875, z=176.0453643798828, yaw=-43.21833419799805
Point #1735: x=583.3569946289062, y=-4360.23974609375, z=174.39671325683594, yaw=128.25115966796875
Point #1736: x=583.3569946289062, y=-4360.23974609375, z=174.39671325683594, yaw=128.25115966796875
Point #1737: x=601.2451782226562, y=-4892.4013671875, z=186.4241485595703, yaw=-116.50438690185547
Point #1738: x=601.2451782226562, y=-4892.4013671875, z=186.4241485595703, yaw=-116.50438690185547
Point #1739: x=293.15338134765625, y=-5309.9404296875, z=191.61630249023438, yaw=53.044715881347656
Point #1740: x=293.15338134765625, y=-5309.9404296875, z=191.61630249023438, yaw=53.044715881347656
Point #1741: x=-1577.5074462890625, y=-10196.87109375, z=277.4338073730469, yaw=-100.79906463623047
Point #1742: x=9282.779296875, y=-3239.726806640625, z=59.51612091064453, yaw=63.783424377441406
Point #1743: x=9282.779296875, y=-3239.726806640625, z=59.51612091064453, yaw=63.783424377441406
Point #1744: x=9550.3291015625, y=1498.7965087890625, z=336.0184631347656, yaw=-89.72273254394531
Point #1745: x=-4722.43896484375, y=-4685.5927734375, z=209.38946533203125, yaw=-29.21848487854004
Point #1746: x=-2955.434814453125, y=-8042.40771484375, z=252.61241149902344, yaw=55.121620178222656
Point #1747: x=-2955.434814453125, y=-8042.40771484375, z=252.61241149902344, yaw=55.121620178222656
Point #1748: x=21.75234031677246, y=-5100.30615234375, z=191.711669921875, yaw=39.1296272277832
Point #1749: x=50.913490295410156, y=-5075.041015625, z=191.35940551757812, yaw=-127.68997192382812
Point #1750: x=50.913490295410156, y=-5075.041015625, z=191.35940551757812, yaw=-127.68997192382812
Point #1751: x=50.913490295410156, y=-5075.041015625, z=191.35940551757812, yaw=-127.68997192382812
Point #1752: x=-1589.106201171875, y=-10201.525390625, z=277.5884094238281, yaw=-13.102895736694336
Point #1753: x=5083.05810546875, y=973.9129638671875, z=49.54292297363281, yaw=-113.47566223144531
Point #1754: x=5067.98193359375, y=947.8700561523438, z=49.62423324584961, yaw=66.67621612548828
Point #1755: x=5067.98193359375, y=947.8700561523438, z=49.62423324584961, yaw=66.67621612548828
Point #1756: x=5067.98193359375, y=947.8700561523438, z=49.62423324584961, yaw=66.67621612548828
Point #1757: x=10641.189453125, y=-6708.75048828125, z=81.0494155883789, yaw=114.904541015625
Point #1758: x=10386.369140625, y=-5128.35302734375, z=70.3341293334961, yaw=-83.54195404052734
Point #1759: x=10386.369140625, y=-5128.35302734375, z=70.3341293334961, yaw=-83.54195404052734
Point #1760: x=9323.916015625, y=-3828.4814453125, z=56.64133071899414, yaw=82.17402648925781
Point #1761: x=9323.916015625, y=-3828.4814453125, z=56.64133071899414, yaw=82.17402648925781
Point #1762: x=9358.24609375, y=-3775.487060546875, z=56.01863098144531, yaw=-142.16128540039062
Point #1763: x=7173.642578125, y=-15965.30859375, z=293.7201843261719, yaw=-70.73737335205078
Point #1764: x=3475.70361328125, y=781.6085205078125, z=64.16979217529297, yaw=43.56772232055664
Point #1765: x=150.6822052001953, y=-5220.70751953125, z=195.37147521972656, yaw=-40.22446060180664
Point #1766: x=150.6822052001953, y=-5220.70751953125, z=195.37147521972656, yaw=-40.22446060180664
Point #1767: x=280.5627136230469, y=-5313.67431640625, z=191.8042755126953, yaw=152.1396026611328
Point #1768: x=7761.4541015625, y=-2128.761474609375, z=56.62728500366211, yaw=15.064408302307129
Point #1769: x=7784.1796875, y=-2124.71875, z=56.22016906738281, yaw=-157.84815979003906
Point #1770: x=7784.1796875, y=-2124.71875, z=56.22016906738281, yaw=-157.84815979003906
Point #1771: x=7784.1796875, y=-2124.71875, z=56.22016906738281, yaw=-157.84815979003906
Point #1772: x=6935.7197265625, y=-1142.6033935546875, z=53.59811782836914, yaw=-62.44036865234375
Point #1773: x=7162.6591796875, y=-1679.414306640625, z=51.878963470458984, yaw=17.417692184448242
Point #1774: x=7162.6591796875, y=-1679.414306640625, z=51.878963470458984, yaw=17.417692184448242
Point #1775: x=7162.6591796875, y=-1679.414306640625, z=51.878963470458984, yaw=17.417692184448242
Point #1776: x=7198.43505859375, y=-1670.935546875, z=52.46162414550781, yaw=-159.6707763671875
Point #1777: x=6546.16943359375, y=-870.4485473632812, z=47.18421936035156, yaw=22.738079071044922
Point #1778: x=6689.2685546875, y=-814.2719116210938, z=46.7131233215332, yaw=-157.26193237304688
Point #1779: x=4706.2099609375, y=872.2655029296875, z=56.42345428466797, yaw=79.6583480834961
Point #1780: x=4736.048828125, y=1016.2846069335938, z=55.75887680053711, yaw=-100.34165954589844
Point #1781: x=4736.048828125, y=1016.2846069335938, z=55.75887680053711, yaw=-100.34165954589844
Point #1782: x=-1111.4732666015625, y=-3415.838623046875, z=156.6208953857422, yaw=-149.69161987304688
Point #1783: x=-2754.468017578125, y=-12893.3134765625, z=279.54998779296875, yaw=7.948153018951416
Point #1784: x=-2725.61865234375, y=-12892.8193359375, z=279.54998779296875, yaw=-172.05184936523438
Point #1785: x=-2725.61865234375, y=-12892.8193359375, z=279.54998779296875, yaw=-172.05184936523438
Point #1786: x=5022.9921875, y=843.524658203125, z=52.53336715698242, yaw=66.67620849609375
Point #1787: x=5071.19580078125, y=946.4842529296875, z=49.62423324584961, yaw=-113.32379913330078
Point #1788: x=5071.19580078125, y=946.4842529296875, z=49.62423324584961, yaw=-113.32379913330078
Point #1789: x=5504.81787109375, y=-10531.5595703125, z=145.554443359375, yaw=-81.52252960205078
Point #1790: x=5685.669921875, y=-6604.8359375, z=108.07715606689453, yaw=-23.719524383544922
Point #1791: x=5685.669921875, y=-6604.8359375, z=108.07715606689453, yaw=-23.719524383544922
Point #1792: x=5685.669921875, y=-6604.8359375, z=108.07715606689453, yaw=-23.719524383544922
Point #1793: x=9086.849609375, y=-5224.31396484375, z=73.06238555908203, yaw=150.95262145996094
Point #1794: x=9086.849609375, y=-5224.31396484375, z=73.06238555908203, yaw=150.95262145996094
Point #1795: x=-1882.5096435546875, y=-10450.1689453125, z=276.0187683105469, yaw=76.08391571044922
Point #1796: x=1655.7255859375, y=-12031.8642578125, z=214.60299682617188, yaw=-32.2206916809082
Point #1797: x=268.0484313964844, y=-5349.13232421875, z=192.5757598876953, yaw=-126.95528411865234
Point #1798: x=268.0484313964844, y=-5349.13232421875, z=192.5757598876953, yaw=-126.95528411865234
Point #1799: x=77.85025024414062, y=-5473.94970703125, z=195.15480041503906, yaw=6.956091403961182
Point #1800: x=-1870.65869140625, y=-10445.8154296875, z=276.5687255859375, yaw=164.5554962158203
Point #1801: x=60.82028579711914, y=-5478.91845703125, z=195.3905792236328, yaw=-177.17230224609375
Point #1802: x=60.82028579711914, y=-5478.91845703125, z=195.3905792236328, yaw=-177.17230224609375
Point #1803: x=-185.71658325195312, y=-5359.50927734375, z=199.0034942626953, yaw=-36.95780944824219
Point #1804: x=-185.71658325195312, y=-5359.50927734375, z=199.0034942626953, yaw=-36.95780944824219
Point #1805: x=7428.08056640625, y=-1576.4296875, z=51.68647766113281, yaw=119.96957397460938
Point #1806: x=-201.43150329589844, y=-5352.0654296875, z=199.7737274169922, yaw=143.04217529296875
Point #1807: x=-293.84771728515625, y=-5278.1513671875, z=200.6603240966797, yaw=-36.95780944824219
Point #1808: x=-293.84771728515625, y=-5278.1513671875, z=200.6603240966797, yaw=-36.95780944824219
Point #1809: x=9146.984375, y=4761.46826171875, z=75.34263610839844, yaw=-9.023918151855469
Point #1810: x=9146.984375, y=4761.46826171875, z=75.34263610839844, yaw=-9.023918151855469
Point #1811: x=9554.255859375, y=1507.6361083984375, z=335.8704528808594, yaw=6.340535640716553
Point #1812: x=7089.01904296875, y=-2377.224853515625, z=58.47406768798828, yaw=-66.00183868408203
Point #1813: x=-1638.9505615234375, y=-10500.31640625, z=280.5205993652344, yaw=79.20093536376953
Point #1814: x=-229.29005432128906, y=-4038.4267578125, z=172.71493530273438, yaw=42.84653091430664
Point #1815: x=-28.964447021484375, y=-3861.8359375, z=169.38699340820312, yaw=-138.004150390625
Point #1816: x=7245.646484375, y=-2290.1494140625, z=55.32347106933594, yaw=-161.15956115722656
Point #1817: x=7214.6484375, y=-2301.51416015625, z=56.11865997314453, yaw=33.30085754394531
Point #1818: x=7214.6484375, y=-2301.51416015625, z=56.11865997314453, yaw=33.30085754394531
Point #1819: x=7214.6484375, y=-2301.51416015625, z=56.11865997314453, yaw=33.30085754394531
Point #1820: x=144.7794647216797, y=-4413.064453125, z=179.4891815185547, yaw=-127.20497131347656
Point #1821: x=144.7794647216797, y=-4413.064453125, z=179.4891815185547, yaw=-127.20497131347656
Point #1822: x=144.7794647216797, y=-4413.064453125, z=179.4891815185547, yaw=-127.20497131347656
Point #1823: x=125.72769165039062, y=-4432.13525390625, z=180.02639770507812, yaw=51.424346923828125
Point #1824: x=-2100.150146484375, y=-11283.3212890625, z=293.3028869628906, yaw=-23.734882354736328
Point #1825: x=6570.5537109375, y=417.0051574707031, z=39.869384765625, yaw=58.756343841552734
Point #1826: x=6631.9130859375, y=511.39990234375, z=39.869384765625, yaw=-121.24365234375
Point #1827: x=6631.9130859375, y=511.39990234375, z=39.869384765625, yaw=-121.24365234375
Point #1828: x=-1632.2054443359375, y=-10483.634765625, z=280.4756164550781, yaw=-100.79906463623047
Point #1829: x=2989.811767578125, y=111.85274505615234, z=70.55751037597656, yaw=-114.55516815185547
Point #1830: x=2989.811767578125, y=111.85274505615234, z=70.55751037597656, yaw=-114.55516815185547
Point #1831: x=2989.811767578125, y=111.85274505615234, z=70.55751037597656, yaw=-114.55516815185547
Point #1832: x=2957.81591796875, y=30.243724822998047, z=71.16668701171875, yaw=76.3486328125
Point #1833: x=-2961.151611328125, y=-8132.9765625, z=255.52220153808594, yaw=113.86470031738281
Point #1834: x=-2972.475830078125, y=-8098.728515625, z=253.94833374023438, yaw=-66.13531494140625
Point #1835: x=-2972.475830078125, y=-8098.728515625, z=253.94833374023438, yaw=-66.13531494140625
Point #1836: x=5503.19091796875, y=-10544.3857421875, z=145.66285705566406, yaw=98.47748565673828
Point #1837: x=4461.58837890625, y=1319.434814453125, z=50.95463943481445, yaw=84.61515808105469
Point #1838: x=4461.58837890625, y=1319.434814453125, z=50.95463943481445, yaw=84.61515808105469
Point #1839: x=4461.58837890625, y=1319.434814453125, z=50.95463943481445, yaw=84.61515808105469
Point #1840: x=4468.48193359375, y=1349.24462890625, z=51.54456329345703, yaw=-97.93743133544922
Point #1841: x=-443.11962890625, y=-3734.895751953125, z=167.12222290039062, yaw=121.0618896484375
Point #1842: x=372.48846435546875, y=-4662.09130859375, z=182.418701171875, yaw=-128.42298889160156
Point #1843: x=-591.2025756835938, y=2316.07763671875, z=92.78729248046875, yaw=50.814144134521484
Point #1844: x=-572.7271728515625, y=2333.20263671875, z=92.78729248046875, yaw=-129.18585205078125
Point #1845: x=-572.7271728515625, y=2333.20263671875, z=92.78729248046875, yaw=-129.18585205078125
Point #1846: x=1048.99267578125, y=-13551.0244140625, z=249.5636444091797, yaw=-2.7405431270599365
Point #1847: x=3478.115478515625, y=779.072509765625, z=64.16979217529297, yaw=-136.43231201171875
Point #1848: x=2986.628173828125, y=113.30728149414062, z=70.55751037597656, yaw=65.44481658935547
Point #1849: x=2986.628173828125, y=113.30728149414062, z=70.55751037597656, yaw=65.44481658935547
Point #1850: x=6879.85791015625, y=-723.8834838867188, z=43.90680694580078, yaw=24.958011627197266
Point #1851: x=6879.85791015625, y=-723.8834838867188, z=43.90680694580078, yaw=24.958011627197266
Point #1852: x=6879.85791015625, y=-723.8834838867188, z=43.90680694580078, yaw=24.958011627197266
Point #1853: x=6919.32177734375, y=-710.3826293945312, z=44.18965148925781, yaw=-157.65097045898438
Point #1854: x=-1494.9951171875, y=-8305.880859375, z=188.08889770507812, yaw=46.7492561340332
Point #1855: x=-1797.3043212890625, y=-11317.1337890625, z=298.39678955078125, yaw=78.58854675292969
Point #1856: x=-1797.3043212890625, y=-11317.1337890625, z=298.39678955078125, yaw=78.58854675292969
Point #1857: x=-1797.3043212890625, y=-11317.1337890625, z=298.39678955078125, yaw=78.58854675292969
Point #1858: x=-1719.64453125, y=-10942.046875, z=288.7420654296875, yaw=-100.79906463623047
Point #1859: x=-1719.64453125, y=-10942.046875, z=288.7420654296875, yaw=-100.79906463623047
Point #1860: x=-448.78265380859375, y=-3718.1298828125, z=166.81643676757812, yaw=-60.926048278808594
Point #1861: x=-1677.4879150390625, y=-10702.3544921875, z=284.7801513671875, yaw=79.20094299316406
Point #1862: x=-1677.4879150390625, y=-10702.3544921875, z=284.7801513671875, yaw=79.20094299316406
Point #1863: x=-1677.4879150390625, y=-10702.3544921875, z=284.7801513671875, yaw=79.20094299316406
Point #1864: x=-1635.5125732421875, y=-10500.9736328125, z=280.5205993652344, yaw=-100.79906463623047
Point #1865: x=-1635.5125732421875, y=-10500.9736328125, z=280.5205993652344, yaw=-100.79906463623047
Point #1866: x=-1635.5125732421875, y=-10500.9736328125, z=280.5205993652344, yaw=-100.79906463623047
Point #1867: x=-448.78265380859375, y=-3718.129638671875, z=166.81643676757812, yaw=-60.926048278808594
Point #1868: x=-1580.9454345703125, y=-10196.21484375, z=277.4338073730469, yaw=79.20093536376953
Point #1869: x=-1580.9454345703125, y=-10196.21484375, z=277.4338073730469, yaw=79.20093536376953
Point #1870: x=-1508.945556640625, y=-9945.94921875, z=275.6296691894531, yaw=-131.15464782714844
Point #1871: x=-1508.945556640625, y=-9945.94921875, z=275.6296691894531, yaw=-131.15464782714844
Point #1872: x=-1508.945556640625, y=-9945.94921875, z=275.6296691894531, yaw=-131.15464782714844
Point #1873: x=372.48846435546875, y=-4662.09130859375, z=182.418701171875, yaw=-128.42298889160156
Point #1874: x=6291.9921875, y=-301.46405029296875, z=44.17786407470703, yaw=26.744722366333008
Point #1875: x=6396.2529296875, y=-252.8433380126953, z=43.97553253173828, yaw=-153.25527954101562
Point #1876: x=6396.2529296875, y=-252.8433380126953, z=43.97553253173828, yaw=-153.25527954101562
Point #1877: x=7176.55419921875, y=-600.7059326171875, z=43.08514404296875, yaw=119.62179565429688
Point #1878: x=2262.688232421875, y=-1416.751953125, z=88.06254577636719, yaw=-19.725685119628906
Point #1879: x=2278.217041015625, y=-1426.0382080078125, z=88.06254577636719, yaw=160.27432250976562
Point #1880: x=2278.217041015625, y=-1426.0382080078125, z=88.06254577636719, yaw=160.27432250976562
Point #1881: x=7157.474609375, y=-1048.9696044921875, z=48.894798278808594, yaw=24.583148956298828
Point #1882: x=7157.474609375, y=-1048.9696044921875, z=48.894798278808594, yaw=24.583148956298828
Point #1883: x=7369.63232421875, y=-957.077392578125, z=45.6553840637207, yaw=-157.7134246826172
Point #1884: x=-443.11962890625, y=-3734.895751953125, z=167.12222290039062, yaw=121.0618896484375
Point #1885: x=-1816.860107421875, y=-11875.875, z=307.1318359375, yaw=2.826007127761841
Point #1886: x=-1468.668701171875, y=-8320.74609375, z=189.04173278808594, yaw=-46.053382873535156
Point #1887: x=-1468.668701171875, y=-8320.74609375, z=189.04173278808594, yaw=-46.053382873535156
Point #1888: x=5184.02001953125, y=-8639.896484375, z=113.9656982421875, yaw=131.6398162841797
Point #1889: x=6531.67041015625, y=-876.49755859375, z=46.92673110961914, yaw=22.162992477416992
Point #1890: x=6547.52197265625, y=-873.6766357421875, z=47.18421936035156, yaw=-157.26193237304688
Point #1891: x=6547.52197265625, y=-873.6766357421875, z=47.18421936035156, yaw=-157.26193237304688
Point #1892: x=6547.52197265625, y=-873.6766357421875, z=47.18421936035156, yaw=-157.26193237304688
Point #1893: x=-1988.29150390625, y=-10920.3857421875, z=290.14776611328125, yaw=166.86526489257812
Point #1894: x=5187.03955078125, y=-8631.5712890625, z=113.8478775024414, yaw=-139.35906982421875
Point #1895: x=6610.09130859375, y=-137.18031311035156, z=45.77116012573242, yaw=29.616046905517578
Point #1896: x=6632.2587890625, y=-129.26039123535156, z=46.20759582519531, yaw=-153.19345092773438
Point #1897: x=6632.2587890625, y=-129.26039123535156, z=46.20759582519531, yaw=-153.19345092773438
Point #1898: x=6632.2587890625, y=-129.26039123535156, z=46.20759582519531, yaw=-153.19345092773438
Point #1899: x=7380.05126953125, y=-959.188232421875, z=45.71222686767578, yaw=119.47074127197266
Point #1900: x=9644.6982421875, y=-12761.2294921875, z=153.94219970703125, yaw=-133.88218688964844
Point #1901: x=7383.86962890625, y=-15812.7294921875, z=276.9917297363281, yaw=83.78889465332031
Point #1902: x=7383.86962890625, y=-15812.7294921875, z=276.9917297363281, yaw=83.78889465332031
Point #1903: x=5187.0400390625, y=-8631.5693359375, z=113.8478775024414, yaw=-139.35906982421875
Point #1904: x=-1992.53466796875, y=-10908.7744140625, z=289.4174499511719, yaw=-103.91613006591797
Point #1905: x=-2004.9674072265625, y=-10916.310546875, z=289.14141845703125, yaw=166.13162231445312
Point #1906: x=-2044.0755615234375, y=-10903.05078125, z=286.10650634765625, yaw=-13.868392944335938
Point #1907: x=-2044.0755615234375, y=-10903.05078125, z=286.10650634765625, yaw=-13.868392944335938
Point #1908: x=-2044.0755615234375, y=-10903.05078125, z=286.10650634765625, yaw=-13.868392944335938
Point #1909: x=-1078.630126953125, y=-3950.70751953125, z=169.8395233154297, yaw=18.697376251220703
Point #1910: x=-1078.630126953125, y=-3950.70751953125, z=169.8395233154297, yaw=18.697376251220703
Point #1911: x=-1078.630126953125, y=-3950.70751953125, z=169.8395233154297, yaw=18.697376251220703
Point #1912: x=-1014.6370849609375, y=-3931.2646484375, z=170.81488037109375, yaw=-159.3896942138672
Point #1913: x=-4724.14697265625, y=-4688.6474609375, z=209.38946533203125, yaw=150.781494140625
Point #1914: x=4817.2021484375, y=1288.12158203125, z=47.59484100341797, yaw=163.67092895507812
Point #1915: x=-1695.8612060546875, y=-10935.09765625, z=288.9635925292969, yaw=173.38926696777344
Point #1916: x=-1695.8612060546875, y=-10935.09765625, z=288.9635925292969, yaw=173.38926696777344
Point #1917: x=-1695.8612060546875, y=-10935.09765625, z=288.9635925292969, yaw=173.38926696777344
Point #1918: x=-1709.6495361328125, y=-10930.404296875, z=288.8324279785156, yaw=-3.1753008365631104
Point #1919: x=3741.280029296875, y=982.087158203125, z=60.08759689331055, yaw=94.58951568603516
Point #1920: x=3741.280029296875, y=982.087158203125, z=60.08759689331055, yaw=94.58951568603516
Point #1921: x=3741.280029296875, y=982.087158203125, z=60.08759689331055, yaw=94.58951568603516
Point #1922: x=3742.00048828125, y=1039.6072998046875, z=58.9399528503418, yaw=-88.61589050292969
Point #1923: x=-2090.91455078125, y=-11278.90234375, z=293.85614013671875, yaw=74.8927230834961
Point #1924: x=-2090.91455078125, y=-11278.90234375, z=293.85614013671875, yaw=74.8927230834961
Point #1925: x=-2090.91455078125, y=-11278.90234375, z=293.85614013671875, yaw=74.8927230834961
Point #1926: x=-1996.6363525390625, y=-10925.330078125, z=289.9735412597656, yaw=-103.9161148071289
Point #1927: x=-1996.6363525390625, y=-10925.330078125, z=289.9735412597656, yaw=-103.9161148071289
Point #1928: x=-1584.26123046875, y=-10213.5986328125, z=277.61627197265625, yaw=79.20095825195312
Point #1929: x=-1933.6966552734375, y=-10656.755859375, z=283.2400207519531, yaw=76.08387756347656
Point #1930: x=-1933.6966552734375, y=-10656.755859375, z=283.2400207519531, yaw=76.08387756347656
Point #1931: x=-1933.6966552734375, y=-10656.755859375, z=283.2400207519531, yaw=76.08387756347656
Point #1932: x=-1879.1124267578125, y=-10451.0107421875, z=276.0187683105469, yaw=-103.91613006591797
Point #1933: x=-1879.1124267578125, y=-10451.0107421875, z=276.0187683105469, yaw=-103.91613006591797
Point #1934: x=-1879.1124267578125, y=-10451.0107421875, z=276.0187683105469, yaw=-103.91613006591797
Point #1935: x=-1805.766357421875, y=-10140.435546875, z=275.35791015625, yaw=76.08386993408203
Point #1936: x=-1805.766357421875, y=-10140.435546875, z=275.35791015625, yaw=76.08386993408203
Point #1937: x=-1714.2056884765625, y=-9773.708984375, z=269.8456115722656, yaw=-102.81226348876953
Point #1938: x=-1714.2056884765625, y=-9773.708984375, z=269.8456115722656, yaw=-102.81226348876953
Point #1939: x=-1714.2056884765625, y=-9773.708984375, z=269.8456115722656, yaw=-102.81226348876953
Point #1940: x=3738.550537109375, y=1306.565185546875, z=61.96043014526367, yaw=4.320068836212158
Point #1941: x=5493.72412109375, y=1042.989501953125, z=47.982566833496094, yaw=20.39451026916504
Point #1942: x=5493.72412109375, y=1042.989501953125, z=47.982566833496094, yaw=20.39451026916504
Point #1943: x=5859.3291015625, y=1175.18310546875, z=45.826297760009766, yaw=-159.60548400878906
Point #1944: x=5859.3291015625, y=1175.18310546875, z=45.826297760009766, yaw=-159.60548400878906
Point #1945: x=-439.3089294433594, y=-3720.593017578125, z=166.7831573486328, yaw=31.901817321777344
Point #1946: x=-239.61282348632812, y=-3600.4072265625, z=163.66612243652344, yaw=-148.09817504882812
Point #1947: x=-239.61282348632812, y=-3600.4072265625, z=163.66612243652344, yaw=-148.09817504882812
Point #1948: x=-239.61282348632812, y=-3600.4072265625, z=163.66612243652344, yaw=-148.09817504882812
Point #1949: x=8115.853515625, y=-2249.236083984375, z=51.38566207885742, yaw=20.104280471801758
Point #1950: x=8115.853515625, y=-2249.236083984375, z=51.38566207885742, yaw=20.104280471801758
Point #1951: x=8237.9521484375, y=-2213.08056640625, z=52.58988571166992, yaw=-162.09286499023438
Point #1952: x=8237.9521484375, y=-2213.08056640625, z=52.58988571166992, yaw=-162.09286499023438
Point #1953: x=8237.9521484375, y=-2213.08056640625, z=52.58988571166992, yaw=-162.09286499023438
Point #1954: x=6684.73779296875, y=-1267.136962890625, z=57.35677719116211, yaw=24.657901763916016
Point #1955: x=6684.73779296875, y=-1267.136962890625, z=57.35677719116211, yaw=24.657901763916016
Point #1956: x=6684.73779296875, y=-1267.136962890625, z=57.35677719116211, yaw=24.657901763916016
Point #1957: x=6716.74169921875, y=-1254.7530517578125, z=57.97096252441406, yaw=-150.65081787109375
Point #1958: x=6947.43505859375, y=-1149.7069091796875, z=53.550594329833984, yaw=-155.63211059570312
Point #1959: x=6853.548828125, y=-1814.0062255859375, z=54.329349517822266, yaw=26.162425994873047
Point #1960: x=6961.75, y=-1764.751953125, z=53.92599105834961, yaw=-153.83758544921875
Point #1961: x=3731.09423828125, y=1049.5885009765625, z=59.16331481933594, yaw=3.68686580657959
Point #1962: x=8125.8466796875, y=-2794.876708984375, z=54.15280532836914, yaw=23.36841583251953
Point #1963: x=8125.8466796875, y=-2794.876708984375, z=54.15280532836914, yaw=23.36841583251953
Point #1964: x=8125.8466796875, y=-2794.876708984375, z=54.15280532836914, yaw=23.36841583251953
Point #1965: x=8164.8916015625, y=-2772.780029296875, z=53.60355758666992, yaw=-142.24334716796875
Point #1966: x=8177.79736328125, y=-2759.705322265625, z=53.96476364135742, yaw=31.061519622802734
Point #1967: x=8186.96728515625, y=-2758.534912109375, z=54.21265411376953, yaw=-151.6230010986328
Point #1968: x=8186.96728515625, y=-2758.534912109375, z=54.21265411376953, yaw=-151.6230010986328
Point #1969: x=8186.96728515625, y=-2758.534912109375, z=54.21265411376953, yaw=-151.6230010986328
Point #1970: x=-1953.87890625, y=-13020.359375, z=344.99334716796875, yaw=-13.85375690460205
Point #1971: x=-1927.0792236328125, y=-13032.2099609375, z=347.25347900390625, yaw=165.518798828125
Point #1972: x=23.96112060546875, y=-5103.02099609375, z=191.711669921875, yaw=-140.87037658691406
Point #1973: x=7434.4384765625, y=-1565.048583984375, z=51.60348892211914, yaw=-158.0595703125
Point #1974: x=-2753.98388671875, y=-12896.779296875, z=279.54998779296875, yaw=-172.0518341064453
Point #1975: x=-1912.9600830078125, y=-10439.0810546875, z=274.3744201660156, yaw=177.25656127929688
Point #1976: x=-1912.9600830078125, y=-10439.0810546875, z=274.3744201660156, yaw=177.25656127929688
Point #1977: x=-2128.360107421875, y=-10425.2548828125, z=274.2962646484375, yaw=-2.743441343307495
Point #1978: x=-553.1005249023438, y=2361.04931640625, z=92.59294891357422, yaw=49.84893798828125
Point #1979: x=2884.0830078125, y=2115.19580078125, z=67.50675964355469, yaw=93.48177337646484
Point #1980: x=6747.7080078125, y=-1234.9554443359375, z=57.88594055175781, yaw=24.605697631835938
Point #1981: x=6894.6484375, y=-1171.51220703125, z=53.554656982421875, yaw=-155.39431762695312
Point #1982: x=4709.6533203125, y=871.6372680664062, z=56.42345428466797, yaw=-100.34166717529297
Point #1983: x=-1674.0499267578125, y=-10703.0107421875, z=284.7801513671875, yaw=-100.7990493774414
Point #1984: x=6775.41943359375, y=-772.4909057617188, z=44.00236129760742, yaw=24.958011627197266
Point #1985: x=6881.333984375, y=-727.0567016601562, z=43.90680694580078, yaw=-155.0419921875
Point #1986: x=3763.503662109375, y=1531.067138671875, z=62.113895416259766, yaw=86.60641479492188
Point #1987: x=5171.6923828125, y=1208.938720703125, z=45.5181770324707, yaw=-103.94843292236328
Point #1988: x=5171.6923828125, y=1208.938720703125, z=45.5181770324707, yaw=-103.94843292236328
Point #1989: x=5171.6923828125, y=1208.938720703125, z=45.5181770324707, yaw=-103.94843292236328
Point #1990: x=5163.8427734375, y=1195.9879150390625, z=45.27942657470703, yaw=68.07518768310547
Point #1991: x=7415.0185546875, y=-1569.0982666015625, z=51.47483825683594, yaw=22.038314819335938
Point #1992: x=-1686.1517333984375, y=-10708.951171875, z=284.9290466308594, yaw=-7.816645622253418
Point #1993: x=6662.61474609375, y=-2699.109619140625, z=59.10683822631836, yaw=20.346799850463867
Point #1994: x=6832.01171875, y=-2634.568603515625, z=60.040042877197266, yaw=-157.81358337402344
Point #1995: x=6832.01171875, y=-2634.568603515625, z=60.040042877197266, yaw=-157.81358337402344
Point #1996: x=-1970.312744140625, y=-13011.763671875, z=344.5381164550781, yaw=74.53787994384766
Point #1997: x=-1824.0804443359375, y=-11926.9130859375, z=308.6448974609375, yaw=-91.4200668334961
Point #1998: x=-1824.0804443359375, y=-11926.9130859375, z=308.6448974609375, yaw=-91.4200668334961
Point #1999: x=-250.23362731933594, y=-4060.906982421875, z=175.066650390625, yaw=-141.86386108398438
Point #2000: x=-341.3416748046875, y=-4120.56103515625, z=175.12454223632812, yaw=35.871788024902344
Point #2001: x=-341.3416748046875, y=-4120.56103515625, z=175.12454223632812, yaw=35.871788024902344
Point #2002: x=-341.3416748046875, y=-4120.56103515625, z=175.12454223632812, yaw=35.871788024902344
